idx,English,Darija,MSA,Checkbox,Darija corrected,Observations
5457,Hello Miss could I talk to you for a few moments please?,أهالان أنيسا واش إمكان لييا ندوي معاك لشي لاحادات عافاك?,مرحباً آنسة، هل يمكنني التحدث معكِ لبضع لحظات من فضلك؟,TRUE,أهالان أنيسا واش إمكان لييا ندوي معاك لشي لحظات عافاك?,
5458,"I'm sorry, I meant Sir!","سماحليا, قصادت سيدي!",أنا آسف، كنت أقصد يا سيدي!,TRUE,,
5459,"Well, tell me what brings you here","واخا, ڭولييا علاش جيتي لهنا",حسنًا، أخبرني ما الذي جاء بك إلى هنا,TRUE,,
5460,"Well, tell me what brings you here","واخا, ڭولييا شنو جابك هنا",حسنًا، أخبرني ما الذي جاء بك إلى هنا,TRUE,,
5461,One of my friends is being bullied because he wears glasses,واحد من سحابي كايتعراد لتانامور حيت كايلبس نضاضر,أحد أصدقائي يتعرض للتنمر لأنه يرتدي نظارات,TRUE,,
5462,I want to help him,بغيت نعاونو,أريد مساعدته,TRUE,,
5463,How does wearing glasses play a role in these brutal acts?,كيفاش تلباس نضاضر كايلعاب داور فهاد لأعمال لواحشيا?,كيف يلعب ارتداء النظارات دورًا في هذه الأفعال الوحشية؟,TRUE,,
5464,They tease him,كايطلّعوها عليه,يسخرون منه,TRUE,,
5465,they call him names like 'square eyes',كايڭولو ليه سمييات بحال 'لعيون لموراباعا',ينادونه بأسماء مثل 'عيون مربعة',TRUE,,
5466,But that doesn't tell me what the glasses are doing in this case?,والاكين هادشي ماكايڭولش لييا أشنو كايديرو نضاضر فهاد لحالا?,لكن ذلك لا يخبرني ماذا تفعل النظارات في هذه الحالة؟,TRUE,,
5467,it's because he is different to everybody else,هادشي حيت هوا مختالف علا أي واحد أخور,ذلك لأنه مختلف عن الجميع,TRUE,,
5468,No-one else wears glasses,التا واحد أخور ماكايلبس نضاضر,لا أحد آخر يرتدي نظارات,TRUE,,
5469,the nasty boys call him names,دراري الضاسرين كايكنّيو عليه كنييات,الأولاد الأشقياء يطلقون عليه أسماء,TRUE,,
5470,Maybe it's his glasses that are horrible!,إمكان إكونو نضاضرو اللي خايبين!,ربما نظارته هي التي فظيعة!,TRUE,,
5471,"even if they are, people should be more sympathetic","واخا إكونو, الناس خاسهوم إكون فيهوم شويا ت تاعاطوف",حتى لو كانوا كذلك، يجب أن يكون الناس أكثر تعاطفاً,TRUE,,
5472,Your words seem a little consistent,لكاليمات ديالك تايبانو متناسقين كتار,يبدو أن كلماتك قليلاً متسقة,TRUE,,
5473,I don't know what you expect from me,أنا ماعرفتش شنو كاتوقّع منّي,لا أعرف ما تتوقعه مني,TRUE,,
5474,"Well, perhaps I need to explain","واخا, إمكان أنحتاج لتاوضيح",حسنًا، ربما أحتاج إلى الشرح,TRUE,,
5475,perhaps I need to explain,إمكان أيخسّني نفسّر,ربما أحتاج إلى التوضيح,TRUE,,
5476,I have come to speak to you because you are a teacher and other students are upsetting my friend,جيت ندوي معاك حيت نتا أُستاد أُ تلامد لخرين كايمرّضو ساحبي,لقد جئت لأتحدث إليك لأنك معلم وهناك طلاب آخرون يزعجون صديقي,TRUE,,
5477,The reason they are cruel to him is because he wears glasses,ساباب لقاسوا ديالهوم عليه هوا حيتاش كايلباس ندادر,السبب في قسوتهم عليه هو أنه يرتدي نظارات,TRUE,,
5478,I need your advice on how to help him,بغيت ناسيحا ديالك كيفاش نعاونو,أحتاج إلى نصيحتك حول كيفية مساعدته,TRUE,,
5479,Could you give all the students some glasses?,واش إمكان ليك تاعتي ڭاع تالابا ندادار?,هل يمكنك إعطاء جميع الطلاب بعض النظارات؟,TRUE,,
5480,That would be silly,غادي إكون داكشي ساخيف,ذلك سيكون سخيفًا,TRUE,,
5481,Is that still stupid?,واش باقي هادشي غابي?,هل ذلك لا يزال غبيًا؟,TRUE,,
5482,actually that might be a good solution,فلواقيع إقدار إكون هادا حال مزيان,في الواقع، قد يكون حلاً جيدًا,TRUE,,
5483,but I am only a child so I can't get him lenses,والاكين أنا غير دري سغير إدان مايمكنش ليا نجيب ليه عاداسات,ولكنني مجرد طفل لذا لا أستطيع أن أحضر له عدسات,TRUE,,
5484,I will suggest that he asks his parents for them,أنقتاراح باش إتلبهوم من واليديه,سأقترح عليه أن يسأل والديه عنهم,TRUE,,
5485,"In fact, it all depends on the shape of the glasses",فلواقيع هادشي كاملو معتامد علا شكال ديال ندادار,في الواقع، كل شيء يعتمد على شكل النظارات,TRUE,,
5486,"Yes, that might be part of the problem","وايه, إقدار إكون هادا جوزء من لموشكيلا",نعم، قد يكون ذلك جزءًا من المشكلة,TRUE,,
5487,they are very ugly,راهوم خايبين بزاف,إنهم قبيحون جدًا,TRUE,,
5488,For instance,ماتالان,على سبيل المثال,TRUE,,
5489,if the frames are round,إلا كان لكادر مدوّر,إذا كانت الإطارات مستديرة,TRUE,,
5490,it may be the round form that irritates students rather than glasses themselves,إقدر إكون شكل لمدووّر لي كايزعاج تالابا أُماشي ندادر,قد يكون الشكل الدائري هو ما يزعج الطلاب بدلاً من النظارات نفسها,TRUE,,
5491,I'm sorry I didn't mean to press 'send',سماحليا ماكنتش قاصد نبراك علا 'يرسال',أنا آسف لم أقصد الضغط على 'إرسال',TRUE,,
5492,I wanted to say I'm thinking of him,كنت بغيت نڭول بلّي أنا كانفكّار فيه,أردت أن أقول إنني أفكر به,TRUE,,
5493,"One question, Sandra:","سوأل واهد, صاندرا:",سؤال واحد، ساندرا:,TRUE,سؤال واحد، ساندرا:,
5494,Okay,واخا,حسنًا,TRUE,,
5495,I'm aware that the problem requires a thorough reflection,أنا عاراف بلي لموشكيلا أيخاسها تافكير عاميق,أنا على دراية بأن المشكلة تتطلب تأملًا دقيقًا,TRUE,,
5496,we'll take the question later,دابا نشوفو سوأل من باعد,سنأخذ السؤال لاحقًا,TRUE,,
5497,I was happy to argue with you,كان من داواعي سورور ديالي أناني نتناقش معاك,كنت سعيدًا بالجدال معك,TRUE,,
5498,I am impressed by the depth of what you're saying,أنا منباهر بلعومق ديال شنو كاتڭول,أنا مُعجب بعمق ما تقوله,TRUE,,
5499,There's a lot of ducks this year,كاين بزاف ديال لباط هاد لعام,هناك الكثير من البط هذا العام,TRUE,,
5500,I wonder why,كانتساءل علاش,أتساءل لماذا,TRUE,,
5501,Did the ducks use to live in the stables?,واش كان لبات كايعيش فلإسطابلات?,هل كانت البطات تعيش في الإسطبلات؟,TRUE,واش كان لباط كايعيش فلإسطابلات?,
5502,It's just like in Charlotte's web,راه بحال شبكا ديال شارلوتّ,إنها تمامًا كما في شبكة شارلوت,TRUE,,
5503,with all the animals living with each other,ب ڭاع دوك لحاياوانات عايشين معا باعدياتهوم,مع جميع الحيوانات التي تعيش مع بعضها البعض,TRUE,,
5504,I wonder if they ever unionised against the dominant farmer upper class,كانتساأل إلا كانو التاحدو شي نهار داد تاباقا لعولييا تلموزاريعين لي واخدا كولشي,أتساءل إذا ما قاموا بالتحالف ضد الطبقة العليا من المزارعين السائدين,TRUE,كانتساأل إلا اتاحدو شي نهار ضد طباقا لعوليا تلموزاريعين لي واخدا كولشي,
5505,sorry,سماحلينا,آسف,TRUE,,
5506,I'm just being silly,أنا غير ساخيفا,أنا فقط أكون سخيف,TRUE,,
5507,I'm just being silly,أنا غير كانتبارهاش,أنا فقط أكون سخيف,TRUE,,
5508,how often do you come here?,شحال من مرا جيتي لهنا?,بِكَم مِنْ الْمَرَاتِ تَأْتِي إِلَى هُنَا؟,TRUE,,
5509,I haven't seen you around before,ماشفتاكش قبال فهاد الجوايه,لم أراك من قبل في المنطقة,TRUE,,
5510,It's true that I don't know that,بسّاح أنا ماكانعرفش هادشي,من الصحيح أنني لا أعرف ذلك,TRUE,,
5511,the new socio-economic category,لفيأ سوسيو قتيصاديا الجديدا,الفئة الاجتماعية-الاقتصادية الجديدة,TRUE,,
5512,Do you think the duck migrations would be caused by socioeconomic factors?,واش كادان بلي هيجرات لبات كانت بسباب عاواميل سوسيو قتيصاديا?,هل تعتقد أن هجرات البط قد تكون ناتجة عن عوامل اقتصادية اجتماعية؟,TRUE,,
5513,Maybe pollution has increased?,إمكان زاد تالاووت?,ربما ازدادت التلوث؟,TRUE,,
5514,climate change,تاغايور لموناخ,تغير المناخ,TRUE,,
5515,and Trump,أُ طرومپ,وترامب,TRUE,,
5516,everything is Trump's fault nowadays,كولشي ها خاتاء طرومپ هاد ليامات,كل شيء هو خطأ ترامب في الوقت الحالي,TRUE,كولشي خطء طرومپ هاد ليامات,
5517,It's true for short-term decisions,هادشي سحيح بنسبا لقارارت لقسيرات لأماد,هذا صحيح بالنسبة للقرارات قصيرة المدى,TRUE,,
5518,come on!,يالاه!,هيا!,TRUE,,
5519,come on!,تلقنا!,هيا!,TRUE,,
5520,anti-Trump,ضادّ طرومپ,ضد ترامب,TRUE,,
5521,there's plenty of room!,كاينا بلاسا!,هناك متسع من الغرفة!,TRUE,,
5522,there's plenty of room!,عطا الله لبلايص!,هناك متسع من الغرفة!,TRUE,,
5523,I don't support Trump at all,ماكانشاجاعش طرومپ ڭاع,أنا لا أدعم ترامب على الإطلاق,TRUE,,
5524,I'm being practical,أنا عامالي,أنا عملي,TRUE,,
5525,"I hear you, brother!",كانسامعاك أخويا!,أسمعك يا أخي!,TRUE,,
5526,let's fight the good fight and defend the rights of powerless people everywhere,خالونا نحاربو لحرب لمزيانا أُندافعو علا حوقوق ديال ناس لي ماڭادّينش فڭاع لبلايس,لنقاتل القتال الصالح وندافع عن حقوق الأشخاص العاجزين في كل مكان,TRUE,,
5527,And the bees!,أُ نحال!,والنحل!,TRUE,,
5528,I'm very worried about the disappearance of the bees,أنا ماشطون بزاف بسباب ختيفاء نحال,أنا قلق جدًا بشأن اختفاء النحل,TRUE,,
5529,and the bees too,أُنحال تاهوا,والنحل أيضًا,TRUE,,
5530,anything else?,شي حاجا خرا?,هل هناك شيء آخر؟,TRUE,,
5531,what about dolphins?,أُ دالافين?,ماذا عن الدلافين؟,TRUE,,
5532,they're cute and look good on posters,هوما غزالين أُكايبانو زوينين فل مولصاقات,إنهم جذابون ويبدون جيدون على الملصقات,TRUE,,
5533,everyone loves dolphins,كولشي كايبغي دالافين,الجميع يحب الدلافين,TRUE,,
5534,I know someone who didn't like dolphins because they don't have a mustache,كانعراف واحاد شاخس ماكايحملش دالافين حيت عندهومش موستاش,أعرف شخصًا لم يكن يحب الدلافين لأنها لا تمتلك شاربًا,TRUE,,
