Darija,English,MSA
الطريق اللي تيكون فيها الجليد والثلج تتكون الاحتاكاكات قليلة ومتقدرش تسوق بحال إلا راك على الطريق اللي فيها غير الزفت.,"On icy and snowy roadways, friction is low and you cannot drive as if you were on bare asphalt.",على الطرق الجليدية والثلجية ، يكون الاحتكاك منخفضًا ولا يمكنك القيادة كما لو كنت على الأسفلت العاري.
فشي طرق جوية تيكون عند الشركات الكبيرة طائرات ديالهم، ولكن بالنسبة للطرق لوخرا والشركات الصغيرة تيكون مشكل.,"On some routes, the larger companies have their own planes, but for other routes and smaller firms there was a problem.",على بعض الطرق ، تمتلك الشركات الكبيرة طائراتها الخاصة ، ولكن بالنسبة للطرق الأخرى والشركات الأصغر ، كانت هناك مشكلة.
ومن جهة أخرى كتكون ظروف الجليد والثلج عادية فبزاف دالدول والطريق غالبا مكتقطعش على طول السنة.,"On the other hand, icy and snowy conditions are normal in many countries, and traffic goes on mostly uninterrupted all year round.",من ناحية أخرى ، فإن الظروف الجليدية والثلجية طبيعية في العديد من البلدان ، وتستمر حركة المرور في الغالب دون انقطاع على مدار السنة.
ممكن متبقاش إمكانية استخدام البطاقة النبكية فالجزر اللي بعيدة، واخا ممكن تدي العملات البريطانية والأمريكي؛ سول مالين السلعة من قبل باش تعرف طريقة لخلاص الممكنة.,"On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.",على الجزر البعيدة من المحتمل أن لا يتم قبول بطاقات الائتمان ، على الرغم من أنه قد يتم أخذ العملة البريطانية والأمريكية ؛ تحقق من المالكين مسبقًا لتحديد طريقة الدفع المقبولة.
كانت مدينة سميرنا قديمة ولات دابا مدينة متحضرة ومتقدمة ومركز تجاري نشيط دايرة على خليج كبير ودايرين عليها الجبال.,"Once the ancient city of Smyrna, it is now a modern, developed, and busy commercial center, set around a huge bay and surrounded by mountains.",كانت مدينة سميرنا قديمة ، وهي الآن مركز تجاري حديث ومتطور ومزدحم ، يقع حول خليج ضخم محاط بالجبال.
بين المضاد الحيوي، ZMapp، أنه فعال فهاد المجال، ولكن الدراسات الرسمية كتقول أنه معندوش نفس التوقعات اللي كانت فأنه يعتق من الموت.,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.",أظهر كوكتيل واحد من الأجسام المضادة ، ZMapp ، في البداية واعدًا في الميدان ، لكن الدراسات الرسمية أشارت إلى أنه كان له فائدة أقل مما تم البحث عنه في منع الوفاة.
تفكعات واحد القنبلة برا دلمكتب دالحاكم العام.,One bomb exploded outside the governor general's office.,انفجرت قنبلة واحدة خارج مكتب الحاكم العام
تقدر تفكر شنو ممكن يولي لكلافيي فاش تبان شي حاجة جديدة.,One can only wonder what the keyboard will become when something newer comes along.,يمكن للمرء أن يتساءل فقط عما ستصبح لوحة المفاتيح عندما يأتي شيء جديد.
من بين المعتقدات نتاع الكنيسة أن الثروة خاص تستخدم فالنقص من المعاناة والفقر وأن الدعم المادي للكنيسة تدار لهاد الغاية.,One of the main Christian tenets is that wealth should be used to alleviate suffering and poverty and that the monetary funds of the church are there specifically for that reason.,أحد المبادئ المسيحية الرئيسية هو أن الثروة يجب أن تستخدم لتخفيف المعاناة والفقر وأن الأموال النقدية للكنيسة موجودة خصيصًا لهذا السبب.
من بين الطرق اللي كتبين أهمية التنشئة الاجتماعية ممكن نشوفو الحالات نتاع الأطفال الي عاناو من الخلي أوالفقر أو الإساءة المتعمدة واللي متمش الإدماج ديالهم داخل المجتمع من طرف الراشدين فاش كانو تيكبرو.,"One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.",واحدة من الأساليب الأكثر شيوعًا المستخدمة لتوضيح أهمية التنشئة الاجتماعية هي الاعتماد على الحالات المؤسفة القليلة للأطفال الذين ، بسبب الإهمال أو سوء الحظ أو الإساءة المتعمدة ، لم يتواصلوا مع البالغين أثناء نشأتهم.
من بين الأمثلة الباينة على هادشي هو حملة الشمال الأطلسي فالحرب العالمية الثانية. حاولو الأمريكيين أنهم ينقلو العسكر والعتاد ديالهم عبر المحيط الأطلسي باش يعاونو بريطانيا.,One of the most noteworthy recent examples of this was the North Atlantic campaign of WWII. The Americans were trying to move men and materials across the Atlantic Ocean to help Britain.,أحد أبرز الأمثلة الأخيرة على ذلك كانت حملة المحيط الأطلسي الشمالي في الحرب العالمية الثانية ، حيث كان الأمريكيون يحاولون نقل الرجال والمواد عبر المحيط الأطلسي لمساعدة بريطانيا.
